             #E          count           Prob
           -200              0              0
           -198              0              0
           -196              0              0
           -194              0              0
           -192              0              0
           -190              0              0
           -188              0              0
           -186              0              0
           -184              0              0
           -182              0              0
           -180              0              0
           -178              0              0
           -176              0              0
           -174              0              0
           -172              0              0
           -170              0              0
           -168              0              0
           -166              0              0
           -164              0              0
           -162              0              0
           -160              0              0
           -158              0              0
           -156              0              0
           -154              0              0
           -152              0              0
           -150              0              0
           -148              0              0
           -146              0              0
           -144              0              0
           -142              0              0
           -140              0              0
           -138              0              0
           -136              0              0
           -134              0              0
           -132              0              0
           -130              0              0
           -128              0              0
           -126              0              0
           -124              0              0
           -122              0              0
           -120              0              0
           -118              0              0
           -116              0              0
           -114              0              0
           -112              0              0
           -110              0              0
           -108              0              0
           -106              0              0
           -104              0              0
           -102              0              0
           -100              0              0
            -98              0              0
            -96              0              0
            -94              0              0
            -92              0              0
            -90              0              0
            -88              0              0
            -86              0              0
            -84              0              0
            -82              0              0
            -80              0              0
            -78              0              0
            -76              0              0
            -74              0              0
            -72              0              0
            -70              0              0
            -68              0              0
            -66              0              0
            -64              0              0
            -62              0              0
            -60              0              0
            -58              0              0
            -56              0              0
            -54              0              0
            -52              0              0
            -50              0              0
            -48              0              0
            -46              0              0
            -44              0              0
            -42              0              0
            -40              0              0
            -38              0              0
            -36              0              0
            -34              0              0
            -32              0              0
            -30              0              0
            -28              0              0
            -26              0              0
            -24              0              0
            -22              0              0
            -20              0              0
            -18              0              0
            -16              0              0
            -14              0              0
            -12              0              0
            -10              0              0
             -8              0              0
             -6              0              0
             -4              0              0
             -2              0              0
              0              0              0
              2              0              0
              4              0              0
              6              0              0
              8              0              0
             10              0              0
             12              0              0
             14              0              0
             16              0              0
             18              0              0
             20              0              0
             22              0              0
             24              0              0
             26              0              0
             28              0              0
             30              0              0
             32              0              0
             34              0              0
             36              0              0
             38              0              0
             40              0              0
             42              0              0
             44              0              0
             46              0              0
             48              0              0
             50              0              0
             52              0              0
             54              0              0
             56              0              0
             58              0              0
             60              0              0
             62              0              0
             64              0              0
             66              0              0
             68              0              0
             70              0              0
             72              0              0
             74              0              0
             76              0              0
             78              0              0
             80              0              0
             82              0              0
             84              0              0
             86              0              0
             88              0              0
             90              0              0
             92              0              0
             94              0              0
             96              0              0
             98              0              0
            100              0              0
            102              0              0
            104              0              0
            106              0              0
            108              0              0
            110              0              0
            112              0              0
            114              0              0
            116              0              0
            118              0              0
            120              0              0
            122              0              0
            124              0              0
            126              0              0
            128              0              0
            130              0              0
            132              0              0
            134              0              0
            136              0              0
            138              0              0
            140              0              0
            142              0              0
            144              0              0
            146              0              0
            148              0              0
            150              0              0
            152              0              0
            154              0              0
            156              0              0
            158              0              0
            160              0              0
            162              0              0
            164              0              0
            166              0              0
            168              0              0
            170              0              0
            172              0              0
            174              0              0
            176              0              0
            178              0              0
            180              0              0
            182              0              0
            184              0              0
            186              0              0
            188              0              0
            190              0              0
            192              0              0
            194              0              0
            196              0              0
            198              0              0
            200              0              0
            202              0              0
            204              0              0
            206              0              0
            208              0              0
            210              0              0
            212              0              0
            214              0              0
            216              0              0
            218              0              0
            220              0              0
            222              0              0
            224              0              0
            226              0              0
            228              0              0
            230              0              0
            232              0              0
            234              0              0
            236              0              0
            238              0              0
            240              0              0
            242              0              0
            244              0              0
            246              0              0
            248              0              0
            250              0              0
            252              0              0
            254              0              0
            256              0              0
            258              0              0
            260              0              0
            262              0              0
            264              0              0
            266              0              0
            268              0              0
            270              0              0
            272              0              0
            274              0              0
            276              0              0
            278              0              0
            280              0              0
            282              0              0
            284              0              0
            286              0              0
            288              0              0
            290              0              0
            292              0              0
            294              0              0
            296              0              0
            298              0              0
            300              0              0
            302              0              0
            304              0              0
            306              0              0
            308              0              0
            310              0              0
            312              0              0
            314              0              0
            316              0              0
            318              0              0
            320              0              0
            322              0              0
            324              0              0
            326              0              0
            328              0              0
            330              0              0
            332              0              0
            334              0              0
            336              0              0
            338              0              0
            340              0              0
            342              0              0
            344              0              0
            346              0              0
            348              0              0
            350              0              0
            352              0              0
            354              0              0
            356              0              0
            358              0              0
            360              0              0
            362              0              0
            364              0              0
            366              0              0
            368              0              0
            370              0              0
            372              0              0
            374              0              0
            376              0              0
            378              0              0
            380              0              0
            382              0              0
            384              0              0
            386              0              0
            388              0              0
            390              0              0
            392              0              0
            394              0              0
            396              0              0
            398              0              0
            400              0              0
            402              0              0
            404              0              0
            406              0              0
            408              0              0
            410              0              0
            412              0              0
            414              0              0
            416              0              0
            418              0              0
            420              0              0
            422              0              0
            424              0              0
            426              0              0
            428              0              0
            430              0              0
            432              0              0
            434              0              0
            436              0              0
            438              0              0
            440              0              0
            442              0              0
            444              0              0
            446              0              0
            448              0              0
            450              0              0
            452              0              0
            454              0              0
            456              0              0
            458              0              0
            460              0              0
            462              0              0
            464              0              0
            466              0              0
            468              0              0
            470              0              0
            472              0              0
            474              0              0
            476              0              0
            478              0              0
            480              0              0
            482              0              0
            484              0              0
            486              0              0
            488              0              0
            490              0              0
            492              0              0
            494              0              0
            496              0              0
            498              0              0
            500              0              0
            502              0              0
            504              0              0
            506              0              0
            508              0              0
            510              0              0
            512              0              0
            514              0              0
            516              0              0
            518              0              0
            520              0              0
            522              0              0
            524              0              0
            526              0              0
            528              0              0
            530              0              0
            532              0              0
            534              0              0
            536              0              0
            538              0              0
            540              0              0
            542              0              0
            544              0              0
            546              0              0
            548              0              0
            550              0              0
            552              0              0
            554              0              0
            556              0              0
            558              0              0
            560              0              0
            562              0              0
            564              0              0
            566              0              0
            568              0              0
            570              0              0
            572              0              0
            574              0              0
            576              0              0
            578              0              0
            580              0              0
            582              0              0
            584              0              0
            586              0              0
            588              0              0
            590              0              0
            592              0              0
            594              0              0
            596              0              0
            598              0              0
            600              0              0
            602              0              0
            604              0              0
            606              0              0
            608              0              0
            610              0              0
            612              0              0
            614              0              0
            616              0              0
            618              0              0
            620              0              0
            622              0              0
            624              0              0
            626              0              0
            628              0              0
            630              0              0
            632              0              0
            634              0              0
            636              0              0
            638              0              0
            640              0              0
            642              0              0
            644              0              0
            646              0              0
            648              0              0
            650              0              0
            652              0              0
            654              0              0
            656              0              0
            658              0              0
            660              0              0
            662              0              0
            664              0              0
            666              0              0
            668              0              0
            670              0              0
            672              0              0
            674              0              0
            676              0              0
            678              0              0
            680              0              0
            682              0              0
            684              0              0
            686              0              0
            688              0              0
            690              0              0
            692              0              0
            694              0              0
            696              0              0
            698              0              0
            700              0              0
            702              0              0
            704              0              0
            706              0              0
            708              0              0
            710              0              0
            712              0              0
            714              0              0
            716              0              0
            718              0              0
            720              0              0
            722              0              0
            724              0              0
            726              0              0
            728              0              0
            730              0              0
            732              0              0
            734              0              0
            736              0              0
            738              0              0
            740              0              0
            742              0              0
            744              0              0
            746              0              0
            748              0              0
            750              0              0
            752              0              0
            754              0              0
            756              0              0
            758              0              0
            760              0              0
            762              0              0
            764              0              0
            766              0              0
            768              0              0
            770              0              0
            772              0              0
            774              0              0
            776              0              0
            778              0              0
            780              0              0
            782              0              0
            784              0              0
            786              0              0
            788              0              0
            790              0              0
            792              0              0
            794              0              0
            796              0              0
            798              0              0
            800              0              0
